transaction_id,user_id,Amount,location,transaction_status,hour,is_new_payee,payee_type,merchant_category,payment_retries,device,payer_type,isFraud,usual_hour,usual_location,usual_device,avg_amount
307786507499,781209,26748,Hyderabad,SUCCESS,18,0,p2m,medical,1,android,merchant,0,10,Hyderabad,android,50906.8
901712241140,781209,82946,Hyderabad,SUCCESS,15,0,bank,transport,0,android,merchant,0,10,Hyderabad,android,50906.8
627277049546,781209,80216,Hyderabad,SUCCESS,22,0,upi_number,medical,1,web,merchant,0,10,Hyderabad,android,50906.8
524525457463,781209,63707,Hyderabad,SUCCESS,19,0,p2p,education,0,android,merchant,0,10,Hyderabad,android,50906.8
633739898787,781209,917,Hyderabad,SUCCESS,10,0,p2p,shopping,0,ios,merchant,0,10,Hyderabad,android,50906.8
868468771579,720230,1038,Bangalore,SUCCESS,21,0,upi_number,entertainment,0,ios,upi_account,0,16,Bangalore,ios,16087.0
980088271651,720230,1830,Bangalore,FAILED,23,0,p2p,food,2,ios,upi_account,0,16,Bangalore,ios,16087.0
629624963483,720230,288,Bangalore,SUCCESS,16,0,p2p,transport,0,web,upi_account,0,16,Bangalore,ios,16087.0
103588935660,720230,61192,Bangalore,SUCCESS,17,0,upi_number,shopping,0,ios,upi_account,0,16,Bangalore,ios,16087.0
735238072418,912391,11199,Paris,FAILED,12,0,upi_number,entertainment,2,web,bank,0,12,Paris,web,11199.0
578660401519,118675,69418,Sydney,FAILED,12,0,p2p,transport,3,web,institution,0,12,Sydney,web,26382.333333333332
343867912854,118675,6878,Sydney,FAILED,12,0,bank,shopping,2,web,institution,0,12,Sydney,web,26382.333333333332
618791876313,118675,2851,Sydney,FAILED,9,1,p2p,food,1,android,institution,0,12,Sydney,web,26382.333333333332
127164345236,302361,63279,Lucknow,SUCCESS,16,1,bank,medical,1,web,bank,0,10,Lucknow,web,32554.5
523182858479,302361,1830,Lucknow,FAILED,10,0,upi_number,entertainment,2,web,bank,0,10,Lucknow,web,32554.5
786414177915,853594,12634,New York,FAILED,16,0,p2p,education,3,ios,merchant,0,9,New York,android,7269.5
843271911930,853594,1905,New York,SUCCESS,9,1,p2p,food,0,android,merchant,0,9,New York,android,7269.5
699997172358,522606,86063,Delhi,SUCCESS,14,0,upi_number,transport,1,ios,bank,0,11,Delhi,ios,36148.75
659644876321,522606,1284,Delhi,SUCCESS,11,0,upi_number,entertainment,0,ios,bank,0,11,Delhi,ios,36148.75
518373486885,522606,56021,Delhi,SUCCESS,11,0,upi_number,transport,1,android,bank,0,11,Delhi,ios,36148.75
569213181086,522606,1227,Delhi,FAILED,11,0,upi_number,medical,2,web,bank,0,11,Delhi,ios,36148.75
532758361873,690831,2351,San Francisco,FAILED,12,0,p2p,entertainment,1,android,bank,0,12,San Francisco,android,2351.0
269630190486,640867,51740,Paris,FAILED,14,0,p2p,education,2,android,bank,0,14,Paris,android,51740.0
758714213326,301108,4277,Berlin,FAILED,10,1,p2m,education,3,android,institution,0,10,Berlin,android,37470.5
611078899344,301108,70664,Berlin,FAILED,13,0,upi_number,shopping,3,android,institution,0,10,Berlin,android,37470.5
658461933767,165878,40392,Berlin,SUCCESS,20,0,p2p,transport,0,android,upi_account,0,13,Berlin,ios,32422.0
151766606581,165878,52332,Berlin,SUCCESS,13,0,bank,transport,0,ios,upi_account,0,13,Berlin,ios,32422.0
687620912438,165878,1435,Berlin,SUCCESS,16,0,bank,transport,1,ios,upi_account,0,13,Berlin,ios,32422.0
462306735686,165878,35529,Berlin,FAILED,14,1,p2m,shopping,2,ios,upi_account,0,13,Berlin,ios,32422.0
184505402164,405144,2207,San Francisco,FAILED,11,1,bank,entertainment,3,android,bank,0,11,San Francisco,android,2207.0
338957025072,461301,1286,Tokyo,FAILED,15,0,bank,education,2,ios,upi_account,0,15,Tokyo,ios,1286.0
566737224749,490754,23731,San Francisco,FAILED,11,1,p2m,shopping,3,ios,institution,0,11,San Francisco,ios,23731.0
800189627420,908857,61102,Singapore,FAILED,16,0,p2p,shopping,1,web,merchant,0,9,Singapore,web,40755.5
658799967705,908857,64772,Singapore,FAILED,12,0,p2p,medical,2,android,merchant,0,9,Singapore,web,40755.5
709755967090,908857,34155,Singapore,FAILED,17,0,bank,medical,3,web,merchant,0,9,Singapore,web,40755.5
489505217382,908857,2993,Singapore,FAILED,9,0,bank,entertainment,2,web,merchant,0,9,Singapore,web,40755.5
676962351083,426751,41313,Tokyo,SUCCESS,17,0,upi_number,medical,1,ios,institution,0,9,Tokyo,android,24378.0
425100085020,426751,29370,Tokyo,SUCCESS,9,0,p2m,medical,1,android,institution,0,9,Tokyo,android,24378.0
422422100529,426751,2451,Paris,FAILED,14,0,upi_number,food,2,android,institution,0,9,Tokyo,android,24378.0
865533174073,397949,18925,Bangalore,SUCCESS,11,0,bank,medical,0,ios,institution,0,10,Bangalore,ios,14524.5
610207066853,397949,10124,Bangalore,FAILED,10,0,p2p,transport,3,web,institution,0,10,Bangalore,ios,14524.5
862634621011,225295,2325,San Francisco,FAILED,13,0,p2p,entertainment,3,ios,bank,0,13,San Francisco,ios,2325.0
926720910454,664709,53049,Delhi,SUCCESS,14,0,p2m,medical,0,ios,merchant,0,8,Delhi,ios,43354.0
298222562179,664709,67006,Delhi,SUCCESS,8,1,p2m,medical,1,web,merchant,0,8,Delhi,ios,43354.0
896417655167,664709,6486,Delhi,SUCCESS,17,0,p2p,food,0,ios,merchant,0,8,Delhi,ios,43354.0
877643916789,664709,75759,Delhi,SUCCESS,8,0,p2m,shopping,1,ios,merchant,0,8,Delhi,ios,43354.0
904688569575,664709,14470,Delhi,SUCCESS,13,1,bank,entertainment,1,ios,merchant,0,8,Delhi,ios,43354.0
821449890799,544683,1250,Pune,SUCCESS,17,1,bank,medical,1,web,upi_account,0,8,Pune,android,53756.666666666664
637696124246,544683,71661,Pune,SUCCESS,8,1,p2p,medical,0,android,upi_account,0,8,Pune,android,53756.666666666664
474671929790,544683,88359,Pune,SUCCESS,12,0,p2p,shopping,5,android,upi_account,0,8,Pune,android,53756.666666666664
693071996547,102475,98308,Toronto,FAILED,8,0,p2p,education,3,web,upi_account,0,8,Toronto,ios,39003.5
151470070649,102475,2451,Toronto,SUCCESS,17,0,bank,entertainment,1,ios,upi_account,0,8,Toronto,ios,39003.5
395239042383,102475,53002,Toronto,SUCCESS,9,0,p2p,medical,1,ios,upi_account,0,8,Toronto,ios,39003.5
550342158589,102475,2253,Toronto,SUCCESS,23,1,upi_number,transport,0,web,upi_account,0,8,Toronto,ios,39003.5
654027691170,873824,47059,Lucknow,SUCCESS,9,0,p2m,shopping,1,web,bank,0,9,Lucknow,web,24437.0
618793568225,873824,1815,Lucknow,FAILED,11,0,p2p,entertainment,0,web,bank,0,9,Lucknow,web,24437.0
251361909850,225284,9394,Chennai,SUCCESS,14,0,p2p,transport,1,ios,bank,0,14,Berlin,ios,22955.8
922315510832,225284,1781,Chennai,SUCCESS,15,1,p2m,food,0,ios,bank,0,14,Berlin,ios,22955.8
210964427073,225284,59228,Berlin,SUCCESS,14,0,p2m,transport,1,android,bank,0,14,Berlin,ios,22955.8
963919612234,225284,41488,Berlin,SUCCESS,13,0,upi_number,education,0,ios,bank,0,14,Berlin,ios,22955.8
929349919742,225284,2888,Berlin,FAILED,11,0,p2p,entertainment,2,ios,bank,0,14,Berlin,ios,22955.8
482882774935,733216,2248,Berlin,FAILED,9,0,bank,transport,3,ios,institution,0,9,Berlin,ios,2248.0
696308068054,823236,59817,Jaipur,FAILED,17,0,bank,transport,2,web,institution,0,10,Jaipur,web,22995.4
651844491763,823236,1204,Jaipur,FAILED,12,0,p2m,shopping,0,android,institution,0,10,Jaipur,web,22995.4
146418059917,823236,30923,Jaipur,FAILED,10,0,upi_number,transport,3,web,institution,0,10,Jaipur,web,22995.4
590730115820,823236,22661,London,FAILED,13,0,bank,transport,2,web,institution,0,10,Jaipur,web,22995.4
955720705215,823236,372,London,FAILED,15,0,p2m,entertainment,2,ios,institution,0,10,Jaipur,web,22995.4
581684561764,781546,1570,Bangalore,SUCCESS,17,0,upi_number,food,0,web,bank,0,17,Bangalore,web,39180.5
737474400968,781546,1421,Bangalore,SUCCESS,13,0,bank,shopping,5,web,bank,0,17,Bangalore,web,39180.5
376002399748,781546,84842,Bangalore,FAILED,16,0,p2p,medical,0,web,bank,0,17,Bangalore,web,39180.5
643326904995,781546,68889,Bangalore,SUCCESS,17,1,p2p,shopping,0,web,bank,0,17,Bangalore,web,39180.5
986315040832,142237,2661,Pune,FAILED,12,0,upi_number,food,1,ios,merchant,0,10,Pune,android,23544.5
394791523314,142237,31021,Pune,SUCCESS,10,0,p2p,medical,1,ios,merchant,0,10,Pune,android,23544.5
166600575852,142237,2460,Pune,SUCCESS,15,0,p2p,food,5,android,merchant,0,10,Pune,android,23544.5
656824351916,142237,58036,Pune,SUCCESS,14,0,p2p,education,1,android,merchant,0,10,Pune,android,23544.5
456468016099,435649,1085,Kolkata,SUCCESS,17,0,p2p,transport,1,web,bank,0,17,Kolkata,android,801.0
785582227877,435649,517,Kolkata,SUCCESS,17,0,upi_number,shopping,1,android,bank,0,17,Kolkata,android,801.0
241646512169,647640,86837,New York,SUCCESS,17,1,bank,shopping,4,android,merchant,0,13,New York,ios,31436.8
893238495967,647640,54434,New York,SUCCESS,10,0,p2m,medical,1,web,merchant,0,13,New York,ios,31436.8
447603884002,647640,711,Dubai,SUCCESS,19,0,p2m,transport,1,ios,merchant,0,13,New York,ios,31436.8
528367569350,647640,508,New York,SUCCESS,13,1,bank,transport,1,ios,merchant,0,13,New York,ios,31436.8
959691792784,647640,14694,Dubai,SUCCESS,13,0,bank,medical,0,web,merchant,0,13,New York,ios,31436.8
364413212572,750415,2164,Dubai,SUCCESS,17,1,p2m,entertainment,3,web,institution,0,17,Dubai,android,14714.0
683061962593,750415,1619,Dubai,SUCCESS,17,0,bank,food,4,android,institution,0,17,Dubai,android,14714.0
648996410753,750415,2095,Dubai,FAILED,14,0,p2p,food,2,ios,institution,0,17,Dubai,android,14714.0
832520547373,750415,67526,Dubai,SUCCESS,16,1,upi_number,education,0,android,institution,0,17,Dubai,android,14714.0
288953421203,750415,166,Dubai,SUCCESS,15,0,upi_number,food,1,ios,institution,0,17,Dubai,android,14714.0
720497227687,273148,58312,Ahmedabad,SUCCESS,8,1,upi_number,shopping,1,web,upi_account,0,8,Ahmedabad,android,20244.666666666668
276958481449,273148,2174,Ahmedabad,FAILED,15,0,upi_number,entertainment,3,ios,upi_account,0,8,Ahmedabad,android,20244.666666666668
283942066971,273148,248,Ahmedabad,SUCCESS,10,0,bank,food,0,android,upi_account,0,8,Ahmedabad,android,20244.666666666668
475705133225,434982,48535,Toronto,SUCCESS,13,0,bank,education,1,web,bank,0,13,Toronto,ios,24930.0
851623500536,434982,1325,Toronto,FAILED,16,0,bank,food,3,ios,bank,0,13,Toronto,ios,24930.0
713926543695,642667,37121,Ahmedabad,SUCCESS,12,1,p2p,shopping,1,ios,merchant,0,11,Ahmedabad,ios,42940.0
472578060191,642667,91493,Ahmedabad,SUCCESS,11,0,p2m,education,0,ios,merchant,0,11,Ahmedabad,ios,42940.0
301301962485,642667,206,Ahmedabad,FAILED,16,0,upi_number,food,3,ios,merchant,0,11,Ahmedabad,ios,42940.0
292086129069,346901,1311,Mumbai,FAILED,15,0,p2m,food,3,web,bank,0,16,Mumbai,android,33704.0
708491223953,346901,99685,Mumbai,FAILED,16,1,p2p,medical,1,android,bank,0,16,Mumbai,android,33704.0
137769738127,346901,116,Mumbai,FAILED,16,0,p2p,entertainment,2,ios,bank,0,16,Mumbai,android,33704.0
725948530060,340644,16162,Bangalore,FAILED,15,0,bank,education,3,web,bank,0,15,Bangalore,web,16162.0
248387325956,332361,1253,Singapore,FAILED,18,0,p2m,education,2,ios,upi_account,0,18,Singapore,ios,1253.0
297178014147,191947,57683,Paris,FAILED,15,0,p2p,transport,2,android,institution,0,9,Paris,ios,27893.4
577433867057,191947,1172,Ahmedabad,SUCCESS,11,0,p2m,food,1,ios,institution,0,9,Paris,ios,27893.4
123406579443,191947,79262,Paris,SUCCESS,9,1,p2m,transport,1,web,institution,0,9,Paris,ios,27893.4
314415005502,191947,147,Paris,SUCCESS,14,0,p2m,shopping,0,ios,institution,0,9,Paris,ios,27893.4
975174416536,191947,1203,Ahmedabad,SUCCESS,17,1,upi_number,food,0,ios,institution,0,9,Paris,ios,27893.4
693605407972,374452,1325,Kolkata,FAILED,14,1,bank,food,2,web,institution,0,14,Kolkata,web,1325.0
290382182188,976203,2282,Kolkata,FAILED,11,0,upi_number,food,2,android,institution,0,11,Kolkata,android,2282.0
873628531018,911575,98098,Jaipur,FAILED,14,0,upi_number,medical,1,ios,institution,0,9,Jaipur,android,50891.5
467826821955,911575,3685,Jaipur,FAILED,9,0,p2m,food,2,android,institution,0,9,Jaipur,android,50891.5
599967041467,120373,13572,Sydney,SUCCESS,11,0,upi_number,food,4,web,merchant,0,11,Sydney,ios,14159.25
674953111650,120373,3350,Sydney,SUCCESS,21,1,p2m,shopping,1,ios,merchant,0,11,Sydney,ios,14159.25
809707921582,120373,2840,Sydney,SUCCESS,15,0,bank,entertainment,2,web,merchant,0,11,Sydney,ios,14159.25
774560283193,120373,36875,Sydney,SUCCESS,23,0,p2p,transport,1,ios,merchant,0,11,Sydney,ios,14159.25
447033703569,627694,54726,San Francisco,FAILED,13,0,bank,medical,3,ios,upi_account,0,13,San Francisco,web,58823.333333333336
969779355241,627694,42086,San Francisco,SUCCESS,20,0,p2p,medical,0,web,upi_account,0,13,San Francisco,web,58823.333333333336
580025580170,627694,79658,San Francisco,SUCCESS,14,0,p2p,education,1,web,upi_account,0,13,San Francisco,web,58823.333333333336
136434717972,285598,82797,Bangalore,SUCCESS,22,0,p2m,medical,0,web,upi_account,0,12,Bangalore,ios,60650.333333333336
475060295134,285598,20826,Bangalore,SUCCESS,12,0,bank,medical,0,ios,upi_account,0,12,Bangalore,ios,60650.333333333336
294555485100,285598,78328,Bangalore,FAILED,15,0,p2p,medical,2,ios,upi_account,0,12,Bangalore,ios,60650.333333333336
375119014523,845842,54808,Kolkata,FAILED,19,0,p2m,education,2,ios,merchant,0,19,Kolkata,ios,54808.0
967102229025,106146,35014,Paris,SUCCESS,14,0,p2p,education,1,android,merchant,0,8,Paris,android,29906.333333333332
948841551568,106146,613,Paris,FAILED,8,0,p2p,shopping,2,android,merchant,0,8,Paris,android,29906.333333333332
271158474604,106146,54092,Paris,SUCCESS,12,1,p2m,education,1,android,merchant,0,8,Paris,android,29906.333333333332
720928371485,184650,60932,New York,SUCCESS,9,0,p2p,shopping,0,android,bank,0,10,London,android,39618.0
372461895501,184650,839,London,SUCCESS,10,0,p2m,medical,1,ios,bank,0,10,London,android,39618.0
146649847555,184650,57083,London,FAILED,10,0,bank,medical,2,web,bank,0,10,London,android,39618.0
875197740902,127697,2197,Toronto,FAILED,12,0,bank,food,2,ios,institution,0,12,Toronto,ios,2197.0
631278167501,741733,42219,Pune,FAILED,12,0,p2m,medical,2,ios,upi_account,0,11,Pune,android,22992.6
441180781808,741733,7724,Pune,FAILED,11,0,bank,education,2,ios,upi_account,0,11,Pune,android,22992.6
405085320676,741733,29893,Pune,FAILED,11,0,p2m,transport,3,web,upi_account,0,11,Pune,android,22992.6
454463211405,741733,1835,Pune,FAILED,11,0,p2p,entertainment,0,android,upi_account,0,11,Pune,android,22992.6
566459085077,741733,33292,Pune,FAILED,10,1,p2p,medical,3,android,upi_account,0,11,Pune,android,22992.6
289748058787,342503,87543,Bangalore,SUCCESS,23,0,p2p,education,0,ios,merchant,0,11,Bangalore,ios,32845.4
506214662598,342503,72128,Bangalore,SUCCESS,11,0,upi_number,education,1,ios,merchant,0,11,Bangalore,ios,32845.4
610795269246,342503,1583,Bangalore,SUCCESS,20,0,upi_number,entertainment,5,ios,merchant,0,11,Bangalore,ios,32845.4
141797989530,342503,2551,Bangalore,FAILED,11,1,p2p,food,0,ios,merchant,0,11,Bangalore,ios,32845.4
226452140628,342503,422,Pune,SUCCESS,9,0,p2p,food,1,web,merchant,0,11,Bangalore,ios,32845.4
409834718736,796365,61585,Jaipur,FAILED,9,1,p2p,transport,2,android,bank,0,9,Jaipur,android,32061.0
856619984619,796365,2537,Jaipur,SUCCESS,17,1,upi_number,entertainment,3,android,bank,0,9,Jaipur,android,32061.0
437535697262,523106,85008,Paris,FAILED,14,0,p2p,shopping,3,ios,institution,0,11,Paris,android,49705.0
760271908645,523106,26921,Paris,SUCCESS,17,0,p2p,transport,0,android,institution,0,11,Paris,android,49705.0
546252802323,523106,2430,Paris,SUCCESS,11,0,upi_number,entertainment,0,android,institution,0,11,Paris,android,49705.0
359873460551,523106,84461,Paris,SUCCESS,16,1,bank,medical,0,ios,institution,0,11,Paris,android,49705.0
144489573283,363598,2641,Ahmedabad,SUCCESS,10,0,p2m,food,0,ios,institution,0,9,Ahmedabad,android,1876.5
770821694310,363598,1112,Ahmedabad,SUCCESS,9,0,p2m,medical,2,android,institution,0,9,Ahmedabad,android,1876.5
759249418107,726144,11894,Kolkata,FAILED,22,0,upi_number,transport,2,web,merchant,0,22,Kolkata,web,11894.0
737256955813,918710,31413,London,FAILED,16,0,p2p,shopping,3,android,merchant,0,16,London,android,31413.0
578070016342,957570,84228,Tokyo,FAILED,13,0,upi_number,education,3,web,bank,0,13,Tokyo,web,44649.0
683515536720,957570,236,Tokyo,SUCCESS,15,1,p2p,entertainment,0,ios,bank,0,13,Tokyo,web,44649.0
290678024282,957570,49483,Tokyo,SUCCESS,14,0,bank,medical,1,web,bank,0,13,Tokyo,web,44649.0
594328183900,695822,714,Bangalore,SUCCESS,12,1,p2p,food,0,ios,bank,0,12,Bangalore,ios,15547.2
175976768650,695822,2487,Bangalore,SUCCESS,13,1,p2m,food,1,ios,bank,0,12,Bangalore,ios,15547.2
798213632678,695822,173,Bangalore,FAILED,16,0,p2p,food,0,ios,bank,0,12,Bangalore,ios,15547.2
114493037722,695822,2529,San Francisco,SUCCESS,12,0,p2m,food,1,ios,bank,0,12,Bangalore,ios,15547.2
542804568570,695822,71833,Bangalore,SUCCESS,11,0,bank,transport,0,ios,bank,0,12,Bangalore,ios,15547.2
593061150214,749920,84391,Pune,SUCCESS,17,1,bank,transport,1,ios,upi_account,0,10,Pune,ios,45119.5
680058047931,749920,7047,Pune,FAILED,13,1,bank,entertainment,3,ios,upi_account,0,10,Pune,ios,45119.5
578344317024,749920,3933,Pune,SUCCESS,10,0,bank,entertainment,0,ios,upi_account,0,10,Pune,ios,45119.5
324344787836,749920,85107,Pune,SUCCESS,23,0,upi_number,education,1,web,upi_account,0,10,Pune,ios,45119.5
577427989304,875260,96955,Singapore,SUCCESS,16,1,p2m,transport,1,web,merchant,0,10,Singapore,android,93418.5
829783814978,875260,89882,Singapore,FAILED,10,0,upi_number,shopping,3,android,merchant,0,10,Singapore,android,93418.5
311958490784,525664,10497,Sydney,FAILED,9,1,p2m,entertainment,2,web,merchant,0,9,Sydney,web,10497.0
411221621809,638387,1918,Pune,SUCCESS,11,0,upi_number,education,0,web,bank,0,13,Mumbai,ios,21770.0
632808677601,638387,88862,Mumbai,SUCCESS,13,0,p2m,shopping,1,ios,bank,0,13,Mumbai,ios,21770.0
314481949276,638387,15085,Mumbai,SUCCESS,13,0,p2m,transport,1,ios,bank,0,13,Mumbai,ios,21770.0
606787728328,638387,716,Mumbai,FAILED,15,0,bank,food,3,android,bank,0,13,Mumbai,ios,21770.0
148019191836,638387,2269,Pune,SUCCESS,13,0,p2m,food,0,ios,bank,0,13,Mumbai,ios,21770.0
705907426910,459569,1705,Tokyo,FAILED,12,0,upi_number,food,1,ios,institution,0,12,Berlin,ios,53462.75
194489785227,459569,96812,Berlin,SUCCESS,13,0,p2p,education,1,ios,institution,0,12,Berlin,ios,53462.75
877123106969,459569,48148,Berlin,SUCCESS,14,0,p2m,medical,0,web,institution,0,12,Berlin,ios,53462.75
758719588592,459569,67186,Tokyo,SUCCESS,12,0,upi_number,transport,0,web,institution,0,12,Berlin,ios,53462.75
755864028003,437427,16265,Toronto,SUCCESS,12,0,p2m,entertainment,0,android,bank,0,12,Toronto,android,12133.5
102188295126,437427,415,Toronto,SUCCESS,13,0,p2p,transport,1,android,bank,0,12,Toronto,android,12133.5
619107598994,437427,30780,Toronto,SUCCESS,16,1,p2m,education,0,web,bank,0,12,Toronto,android,12133.5
623455912735,437427,1074,Toronto,SUCCESS,15,0,bank,food,0,ios,bank,0,12,Toronto,android,12133.5
697472363914,521681,10409,Lucknow,SUCCESS,14,0,bank,shopping,1,web,bank,0,9,Lucknow,web,31481.4
412673230379,521681,75308,Lucknow,SUCCESS,15,0,p2m,education,1,web,bank,0,9,Lucknow,web,31481.4
230670926068,521681,19340,Mumbai,SUCCESS,10,1,upi_number,shopping,1,web,bank,0,9,Lucknow,web,31481.4
235725532835,521681,51934,Lucknow,SUCCESS,9,0,upi_number,education,0,android,bank,0,9,Lucknow,web,31481.4
915669888107,521681,416,Lucknow,FAILED,11,0,p2p,entertainment,3,ios,bank,0,9,Lucknow,web,31481.4
673621507171,790154,90650,Singapore,SUCCESS,14,0,p2m,shopping,0,web,institution,0,10,Dubai,web,48615.666666666664
106727602772,790154,52871,Dubai,FAILED,11,0,p2p,transport,3,web,institution,0,10,Dubai,web,48615.666666666664
